U_Mukim_ID,Mukim,Kod_Mukim,U_Negeri_ID,Kod_Negeri,U_Daerah_ID,Kod_Daerah,Stesen_kod,status
010112,MUKIM SUNGAI KLUANG,12,01,1,0101,1,827302,1
010113,MUKIM SUNGAI PUNGGOR,13,01,1,0101,1,827302,1
010114,MUKIM TANJUNG SEMBRONG,14,01,1,0101,1,827301,1
010140,BANDAR AYER HITAM,40,01,1,0101,1,827302,1
010141,BANDAR BANDAR PENGGARAM,41,01,1,0101,1,827302,1
010142,BANDAR RENGIT,42,01,1,0101,1,827302,1
010143,BANDAR SENGGARANG,43,01,1,0101,1,827302,1
010144,BANDAR YONG PENG,44,01,1,0101,1,827301,1
010201,MUKIM JELUTONG,1,01,1,0102,2,827702,1
010202,MUKIM PLENTONG,2,01,1,0102,2,827702,1
010203,MUKIM PULAI,3,01,1,0102,2,827702,1
010206,MUKIM SUNGAI TIRAM,6,01,1,0102,2,827702,1
010207,MUKIM TANJUNG KUPANG,7,01,1,0102,2,827702,1
010208,MUKIM TEBRAU,8,01,1,0102,2,827702,1
010240,BANDAR JOHOR BAHRU,40,01,1,0102,2,827702,1
010242,BANDAR TEBRAU,42,01,1,0102,2,827702,1
010301,MUKIM ULU BENUT,1,01,1,0103,3,827602,1
010302,MUKIM KAHANG,2,01,1,0103,3,827603,1
010303,MUKIM KLUANG,3,01,1,0103,3,827601,1
010304,MUKIM LAYANG-LAYANG,4,01,1,0103,3,827602,1
010305,MUKIM MACHAP,5,01,1,0103,3,827602,1
010306,MUKIM NIYOR,6,01,1,0103,3,827601,1
010307,MUKIM PALOH,7,01,1,0103,3,827603,1
010308,MUKIM RENGAM,8,01,1,0103,3,827602,1
010340,BANDAR KLUANG,40,01,1,0103,3,827601,1
010341,BANDAR PALOH,41,01,1,0103,3,827603,1
010342,BANDAR RENGAM,42,01,1,0103,3,827602,1
010401,MUKIM ULU SUNGAI JOHOR,1,01,1,0104,4,827701,1
010402,MUKIM ULU SUNGEI SEDILI BESAR,2,01,1,0104,4,827701,1
010403,MUKIM JOHOR LAMA,3,01,1,0104,4,827703,1
010404,MUKIM KAMBAU,4,01,1,0104,4,827701,1
010405,MUKIM KOTA TINGGI,5,01,1,0104,4,827701,1
010406,MUKIM PANTAI TIMUR,6,01,1,0104,4,827703,1
010407,MUKIM PENGERANG,7,01,1,0104,4,827703,1
010408,MUKIM SEDILI BESAR,8,01,1,0104,4,827701,1
010409,MUKIM SEDILI KECHIL,9,01,1,0104,4,827701,1
010410,MUKIM TANJUNG SURAT,10,01,1,0104,4,827703,1
010440,BANDAR KOTA TINGGI,40,01,1,0104,4,827701,1
010501,MUKIM JEMALUANG,1,01,1,0105,5,827801,1
010502,MUKIM LENGGOR,2,01,1,0105,5,827801,1
010503,MUKIM MERSING,3,01,1,0105,5,827801,1
010504,MUKIM PADANG ENDAU,4,01,1,0105,5,827802,1
010505,MUKIM PENYABONG,5,01,1,0105,5,827802,1
010506,MUKIM PULAU AUR,6,01,1,0105,5,827801,1
010507,MUKIM PULAU BABI,7,01,1,0105,5,827801,1
010508,MUKIM PULAU PEMANGGIL,8,01,1,0105,5,827801,1
010509,MUKIM PULAU SIBU,9,01,1,0105,5,827801,1
010510,MUKIM PULAU TINGGI,10,01,1,0105,5,827801,1
010511,MUKIM SEMBRONG,11,01,1,0105,5,827801,1
010512,MUKIM TENGGAROH,12,01,1,0105,5,827801,1
010513,MUKIM TENGLU,13,01,1,0105,5,827801,1
010514,MUKIM TRIANG,14,01,1,0105,5,827802,1
010540,BANDAR JEMALUANG,40,01,1,0105,5,827801,1
010541,BANDAR MERSING,41,01,1,0105,5,827801,1
010542,BANDAR MERSING KANAN,42,01,1,0105,5,827801,1
010543,BANDAR PADANG ENDAU,43,01,1,0105,5,827802,1
010601,MUKIM AYER HITAM,1,01,1,0106,6,827201,1
010602,MUKIM BANDAR,2,01,1,0106,6,827205,1
010603,MUKIM BUKIT KEPONG,3,01,1,0106,6,827207,1
010606,MUKIM JALAN BAKRI,6,01,1,0106,6,827205,1
010607,MUKIM JORAK,7,01,1,0106,6,827203,1
010610,MUKIM LENGA,10,01,1,0106,6,827207,1
010611,MUKIM PARIT BAKAR,11,01,1,0106,6,827201,1
010612,MUKIM PARIT JAWA,12,01,1,0106,6,827201,1
010613,MUKIM SRI MENANTI,13,01,1,0106,6,827201,1
010615,MUKIM SUNGAI BALANG,15,01,1,0106,6,827201,1
010616,MUKIM SUNGAI RAYA,16,01,1,0106,6,827205,1
010617,MUKIM SUNGAI TERAP,17,01,1,0106,6,827205,1
010640,BANDAR BANDAR MAHARANI,40,01,1,0106,6,827201,1
010642,BANDAR BUKIT KEPONG,42,01,1,0106,6,827207,1
010643,BANDAR PANCHOR,43,01,1,0106,6,827205,1
010645,BANDAR PARIT JAWA,45,01,1,0106,6,827201,1
010670,PEKAN BUKIT PASIR ,70,01,1,0106,6,827205,1
010701,MUKIM AYER BALOI,1,01,1,0107,7,827599,1
010702,MUKIM AIR MASIN,2,01,1,0107,7,827599,1
010703,MUKIM API-API,3,01,1,0107,7,827599,1
010704,MUKIM BENUT,4,01,1,0107,7,827599,1
010705,MUKIM JERAM BATU,5,01,1,0107,7,827599,1
010706,MUKIM PENGKALAN RAJA,6,01,1,0107,7,827599,1
010707,MUKIM PONTIAN,7,01,1,0107,7,827599,1
010708,MUKIM RIMBA TERJUN,8,01,1,0107,7,827599,1
010709,MUKIM SERKAT,9,01,1,0107,7,827599,1
010710,MUKIM SUNGAI KARANG,10,01,1,0107,7,827599,1
010711,MUKIM SUNGEI PINGGAN,11,01,1,0107,7,827599,1
010740,BANDAR BENUT,40,01,1,0107,7,827599,1
010741,BANDAR PONTIAN KECHIL,41,01,1,0107,7,827599,1
010770,PEKAN PEKAN NENAS,70,01,1,0107,7,827599,1
010801,MUKIM BEKOK,1,01,1,0108,8,827104,1
010802,MUKIM BULOH KASAP,2,01,1,0108,8,827101,1
010803,MUKIM CHAAH,3,01,1,0108,8,827104,1
010804,MUKIM GEMAS,4,01,1,0108,8,827101,1
010805,MUKIM GEMEREH,5,01,1,0108,8,827102,1
010806,MUKIM JABI,6,01,1,0108,8,827101,1
010807,MUKIM JEMENTAH,7,01,1,0108,8,827103,1
010808,MUKIM LABIS,8,01,1,0108,8,827104,1
010809,MUKIM POGOH,9,01,1,0108,8,827102,1
010810,MUKIM SERMIN,10,01,1,0108,8,827101,1
010811,MUKIM SUNGAI SEGAMAT,11,01,1,0108,8,827102,1
010840,BANDAR BATU ANAM,40,01,1,0108,8,827101,1
010841,BANDAR BEKOK,41,01,1,0108,8,827104,1
010842,BANDAR BULOH KASAP,42,01,1,0108,8,827101,1
010843,BANDAR JEMENTAH,43,01,1,0108,8,827103,1
010844,BANDAR LABIS,44,01,1,0108,8,827104,1
010845,BANDAR SEGAMAT,45,01,1,0108,8,827102,1
010870,PEKAN GEMAS BAHRU,70,01,1,0108,8,827101,1
012101,MUKIM KULAI,1,01,1,0121,21,827702,1
012102,MUKIM SENAI,2,01,1,0121,21,827702,1
012103,MUKIM SEDENAK,3,01,1,0121,21,827702,1
012104,MUKIM BUKIT BATU,4,01,1,0121,21,827702,1
012140,BANDAR KULAI,40,01,1,0121,21,827702,1
012201,MUKIM TANGKAK,1,01,1,0122,22,827206,1
012202,MUKIM BUKIT SERAMPANG,2,01,1,0122,22,827206,1
012203,MUKIM GRISEK,3,01,1,0122,22,827203,1
012204,MUKIM SEROM,4,01,1,0122,22,827206,1
012205,MUKIM KUNDANG,5,01,1,0122,22,827206,1
012206,MUKIM KESANG,6,01,1,0122,22,827206,1
012240,BANDAR BUKIT KANGKAR,40,01,1,0122,22,827206,1
012241,BANDAR PARIT BUNGA,41,01,1,0122,22,827206,1
012242,BANDAR SEROM,42,01,1,0122,22,827206,1
012243,BANDAR SUNGAI MATI,43,01,1,0122,22,827206,1
012244,BANDAR TANGKAK,44,01,1,0122,22,827206,1
012270,PEKAN GRISEK,70,01,1,0122,22,827203,1
020101,MUKIM ALOR MALAI,1,02,2,0201,1,821506,1
020103,MUKIM ANAK BUKIT,3,02,2,0201,1,821506,1
020107,MUKIM DERGA ,7,02,2,0201,1,821506,1
020109,MUKIM GUNONG,9,02,2,0201,1,821506,1
020112,MUKIM KANGKONG,12,02,2,0201,1,821506,1
020115,MUKIM KUBANG ROTAN,15,02,2,0201,1,821506,1
020116,MUKIM LANGGAR,16,02,2,0201,1,821506,1
020117,MUKIM LENGKUAS,17,02,2,0201,1,821506,1
020118,MUKIM LEPAI,18,02,2,0201,1,821506,1
020120,MUKIM LIMBONG,20,02,2,0201,1,821506,1
020122,MUKIM PADANG HANG,22,02,2,0201,1,821506,1
020123,MUKIM PADANG LALANG,23,02,2,0201,1,821506,1
020124,MUKIM PENGKALAN KUNDOR,24,02,2,0201,1,821506,1
020126,MUKIM SALA KECHIK,26,02,2,0201,1,821401,1
020127,MUKIM SUNGAI BAHARU,27,02,2,0201,1,821506,1
020128,MUKIM TAJAR,28,02,2,0201,1,821506,1
020129,MUKIM TEBENGAU,29,02,2,0201,1,821506,1
020130,MUKIM TELAGA MAS,30,02,2,0201,1,821506,1
020133,MUKIM TITI GAJAH,33,02,2,0201,1,821506,1
020140,BANDAR ALOR SETAR ,40,02,2,0201,1,821506,1
020141,BANDAR ANAK BUKIT ,41,02,2,0201,1,821506,1
020143,BANDAR KUALA KEDAH,43,02,2,0201,1,821506,1
020147,BANDAR ALOR MERAH ,47,02,2,0201,1,821506,1
020148,BANDAR BUKIT PINANG,48,02,2,0201,1,821506,1
020149,BANDAR LANGGAR ,49,02,2,0201,1,821506,1
020150,BANDAR SIMPANG EMPAT,50,02,2,0201,1,821506,1
020170,PEKAN ALOR JANGGUS ,70,02,2,0201,1,821506,1
020172,PEKAN KOTA SARANG SEMUT,72,02,2,0201,1,821302,1
020175,PEKAN GUNUNG,75,02,2,0201,1,821506,1
020201,MUKIM AH,1,02,2,0202,2,821507,1
020202,MUKIM BINJAL,2,02,2,0202,2,821507,1
020203,MUKIM BUKIT TINGGI,3,02,2,0202,2,821507,1
020204,MUKIM GELONG,4,02,2,0202,2,821507,1
020205,MUKIM HUSBA,5,02,2,0202,2,821507,1
020206,MUKIM JERAM,6,02,2,0202,2,821507,1
020207,MUKIM JERLUN,7,02,2,0202,2,821507,1
020208,MUKIM JITRA,8,02,2,0202,2,821507,1
020209,MUKIM KEPELU,9,02,2,0202,2,821507,1
020210,MUKIM KUBANG PASU,10,02,2,0202,2,821507,1
020211,MUKIM MALAU,11,02,2,0202,2,821507,1
020212,MUKIM NAGA,12,02,2,0202,2,821507,1
020213,MUKIM PADANG PERAHU,13,02,2,0202,2,821507,1
020214,MUKIM PELUBANG,14,02,2,0202,2,821507,1
020215,MUKIM PERING,15,02,2,0202,2,821507,1
020216,MUKIM PUTAT,16,02,2,0202,2,821507,1
020217,MUKIM SANGLANG,17,02,2,0202,2,821507,1
020218,MUKIM SUNGAI LAKA,18,02,2,0202,2,821507,1
020219,MUKIM TEMIN,19,02,2,0202,2,821507,1
020220,MUKIM TUNJANG,20,02,2,0202,2,821507,1
020221,MUKIM WANG TEPUS,21,02,2,0202,2,821507,1
020240,BANDAR CHANGLUN,40,02,2,0202,2,821507,1
020241,BANDAR JITRA,41,02,2,0202,2,821507,1
020242,BANDAR KODIANG,42,02,2,0202,2,821507,1
020243,BANDAR TUNJANG,43,02,2,0202,2,821507,1
020244,BANDAR BANDAR DARULAMAN,44,02,2,0202,2,821507,1
020245,BANDAR PADANG SERA,45,02,2,0202,2,821507,1
020246,BANDAR KEPALA BATAS,46,02,2,0202,2,821507,1
020247,BANDAR BUKIT KAYU HITAM,47,02,2,0202,2,821507,1
020270,PEKAN AYER HITAM,70,02,2,0202,2,821507,1
020276,PEKAN KUALA SANGLANG,76,02,2,0202,2,821507,1
020281,PEKAN SANGLANG,81,02,2,0202,2,821507,1
020289,PEKAN KERPAN,89,02,2,0202,2,821507,1
020290,PEKAN SINTOK,90,02,2,0202,2,821507,1
020291,PEKAN NAPOH,91,02,2,0202,2,821507,1
020292,PEKAN SUNGAI KOROK,92,02,2,0202,2,821507,1
020301,MUKIM BATANG TUNGGANG KANAN,1,02,2,0203,3,821601,1
020302,MUKIM BATANG TUNGGANG KIRI,2,02,2,0203,3,821601,1
020303,MUKIM BELIMBING KANAN,3,02,2,0203,3,821602,1
020304,MUKIM BELIMBING KIRI,4,02,2,0203,3,821601,1
020305,MUKIM KURONG HITAM,5,02,2,0203,3,821602,1
020306,MUKIM PADANG TEMAK,6,02,2,0203,3,821602,1
020307,MUKIM PADANG TERAP KANAN,7,02,2,0203,3,821601,1
020308,MUKIM PADANG TERAP KIRI,8,02,2,0203,3,821601,1
020309,MUKIM PEDU,9,02,2,0203,3,821601,1
020310,MUKIM TEKAI,10,02,2,0203,3,821601,1
020311,MUKIM TOLAK,11,02,2,0203,3,821602,1
020340,BANDAR KUALA NERANG,40,02,2,0203,3,821602,1
020370,PEKAN NAKA,70,02,2,0203,3,821601,1
020371,PEKAN DURIAN BURUNG ,71,02,2,0203,3,821601,1
020372,PEKAN LUBOK MERBAU,72,02,2,0203,3,821601,1
020373,PEKAN BUKIT TEMBAGA,73,02,2,0203,3,821602,1
020374,PEKAN PADANG SANAI,74,02,2,0203,3,821601,1
020375,PEKAN KAMPUNG TANJUNG,75,02,2,0203,3,821601,1
020401,MUKIM AYER HANGAT,1,02,2,0204,4,821501,1
020402,MUKIM BOHOR,2,02,2,0204,4,821501,1
020403,MUKIM KEDAWANG,3,02,2,0204,4,821501,1
020405,MUKIM PADANG MAT SIRAT,5,02,2,0204,4,821501,1
020406,MUKIM ULU MELAKA,6,02,2,0204,4,821501,1
020440,BANDAR KUAH,40,02,2,0204,4,821501,1
020441,BANDAR PADANG MAT SIRAT,41,02,2,0204,4,821501,1
020442,BANDAR PADANG LALANG,42,02,2,0204,4,821501,1
020472,PEKAN TELOK DATAI,72,02,2,0204,4,821501,1
020501,MUKIM BUJANG,1,02,2,0205,5,821301,1
020502,MUKIM BUKIT MERIAM,2,02,2,0205,5,821301,1
020503,MUKIM GURUN,3,02,2,0205,5,821301,1
020504,MUKIM HAJI KUDONG,4,02,2,0205,5,821301,1
020505,MUKIM KOTA,5,02,2,0205,5,821301,1
020506,MUKIM KUALA,6,02,2,0205,5,821301,1
020507,MUKIM MERBOK,7,02,2,0205,5,821301,1
020508,MUKIM PEKULA,8,02,2,0205,5,821301,1
020509,MUKIM PINANG TUNGGAL,9,02,2,0205,5,821301,1
020510,MUKIM RANTAU PANJANG,10,02,2,0205,5,821301,1
020511,MUKIM SEMELING,11,02,2,0205,5,821301,1
020512,MUKIM SIDAM KIRI,12,02,2,0205,5,821301,1
020513,MUKIM SIMPOR,13,02,2,0205,5,821301,1
020514,MUKIM SUNGAI PASIR,14,02,2,0205,5,821301,1
020515,MUKIM SUNGAI PETANI,15,02,2,0205,5,821301,1
020516,MUKIM TELOI KIRI,16,02,2,0205,5,821301,1
020540,BANDAR BEDONG,40,02,2,0205,5,821301,1
020541,BANDAR GURUN,41,02,2,0205,5,821301,1
020545,BANDAR SUNGAI LALANG,45,02,2,0205,5,821301,1
020546,BANDAR SUNGAI PETANI,46,02,2,0205,5,821301,1
020548,BANDAR TIKAM BATU,48,02,2,0205,5,821301,1
020549,BANDAR MERBOK,49,02,2,0205,5,821301,1
020550,BANDAR SEMELING,50,02,2,0205,5,821301,1
020551,BANDAR AMAN JAYA,51,02,2,0205,5,821301,1
020570,PEKAN BUKIT SELAMBAU,70,02,2,0205,5,821301,1
020571,PEKAN JENIANG,71,02,2,0205,5,821301,1
020573,PEKAN KOTA KUALA MUDA,73,02,2,0205,5,821301,1
020576,PEKAN TANJUNG DAWAI,76,02,2,0205,5,821301,1
020601,MUKIM DULANG,1,02,2,0206,6,821301,1
020602,MUKIM SALA BESAR,2,02,2,0206,6,821301,1
020603,MUKIM SINGKIR,3,02,2,0206,6,821301,1
020604,MUKIM SUNGAI DAUN,4,02,2,0206,6,821301,1
020605,MUKIM YAN,5,02,2,0206,6,821301,1
020640,BANDAR GUAR CHEMPEDAK,40,02,2,0206,6,821301,1
020641,BANDAR YAN,41,02,2,0206,6,821301,1
020671,PEKAN SIMPANG TIGA SUNGAI LIMAU,71,02,2,0206,6,821301,1
020672,PEKAN SUNGAI LIMAU DALAM,72,02,2,0206,6,821301,1
020674,PEKAN TEROI,74,02,2,0206,6,821301,1
020675,PEKAN SINGKIR,75,02,2,0206,6,821301,1
020701,MUKIM JENERI,1,02,2,0207,7,821401,1
020702,MUKIM SIK,2,02,2,0207,7,821401,1
020703,MUKIM SOK,3,02,2,0207,7,821402,1
020740,BANDAR SIK,40,02,2,0207,7,821402,1
020770,PEKAN BATU LIMA SIK,70,02,2,0207,7,821402,1
020773,PEKAN GULAU,73,02,2,0207,7,821403,1
020774,PEKAN GAJAH PUTEH,74,02,2,0207,7,821401,1
020775,PEKAN CHAROK PADANG,75,02,2,0207,7,821402,1
020801,MUKIM BAKAI,1,02,2,0208,8,821103,1
020802,MUKIM BALING,2,02,2,0208,8,821101,1
020803,MUKIM BONGOR,3,02,2,0208,8,821101,1
020804,MUKIM KUPANG,4,02,2,0208,8,821101,1
020805,MUKIM PULAI,5,02,2,0208,8,821101,1
020806,MUKIM SIONG,6,02,2,0208,8,821104,1
020807,MUKIM TAWAR,7,02,2,0208,8,821101,1
020808,MUKIM TELOI KANAN,8,02,2,0208,8,821103,1
020840,BANDAR BALING,40,02,2,0208,8,821101,1
020841,BANDAR KUALA KETIL,41,02,2,0208,8,821101,1
020842,BANDAR KUPANG,42,02,2,0208,8,821101,1
020872,PEKAN KAMPUNG BARU KEJAI,72,02,2,0208,8,821101,1
020874,PEKAN PULAI,74,02,2,0208,8,821101,1
020875,PEKAN TAWAR,75,02,2,0208,8,821101,1
020876,PEKAN KUALA PEGANG,76,02,2,0208,8,821101,1
020878,PEKAN PARIT PANJANG,78,02,2,0208,8,821101,1
020879,PEKAN KAMPUNG LALANG,79,02,2,0208,8,821104,1
020880,PEKAN MALAU,80,02,2,0208,8,821101,1
020901,MUKIM BAGAN SENA,1,02,2,0209,9,821201,1
020902,MUKIM JUNJONG,2,02,2,0209,9,821201,1
020903,MUKIM KARANGAN ,3,02,2,0209,9,821201,1
020905,MUKIM KULIM,5,02,2,0209,9,821201,1
020907,MUKIM MAHANG,7,02,2,0209,9,821201,1
020908,MUKIM NAGA LILIT,8,02,2,0209,9,821201,1
020909,MUKIM PADANG CHINA,9,02,2,0209,9,821201,1
020910,MUKIM PADANG MEHA,10,02,2,0209,9,821201,1
020911,MUKIM SEDIM,11,02,2,0209,9,821201,1
020912,MUKIM SIDAM KANAN,12,02,2,0209,9,821201,1
020913,MUKIM SUNGAI SELUANG,13,02,2,0209,9,821201,1
020914,MUKIM SUNGAI ULAR,14,02,2,0209,9,821201,1
020915,MUKIM TERAP,15,02,2,0209,9,821201,1
020940,BANDAR KULIM,40,02,2,0209,9,821201,1
020941,BANDAR LUNAS,41,02,2,0209,9,821201,1
020942,BANDAR PADANG SERAI,42,02,2,0209,9,821201,1
020970,PEKAN JUNJONG,70,02,2,0209,9,821201,1
020971,PEKAN KARANGAN,71,02,2,0209,9,821201,1
020972,PEKAN LABU BESAR,72,02,2,0209,9,821201,1
020973,PEKAN MAHANG,73,02,2,0209,9,821201,1
020974,PEKAN MERBAU PULAS,74,02,2,0209,9,821201,1
020975,PEKAN SUNGAI  KARANGAN,75,02,2,0209,9,821201,1
020976,PEKAN SUNGAI KOB,76,02,2,0209,9,821201,1
020977,PEKAN PADANG MEHA,77,02,2,0209,9,821201,1
021001,MUKIM BAGAN SAMAK,1,02,2,0210,10,821201,1
021002,MUKIM KUALA SELAMA,2,02,2,0210,10,821201,1
021003,MUKIM PERMATANG PASIR,3,02,2,0210,10,821201,1
021004,MUKIM RELAU,4,02,2,0210,10,821201,1
021005,MUKIM SERDANG,5,02,2,0210,10,821201,1
021006,MUKIM SUNGAI BATU,6,02,2,0210,10,821201,1
021007,MUKIM SUNGAI KECHIL,7,02,2,0210,10,821201,1
021040,BANDAR BANDAR BAHARU,40,02,2,0210,10,821201,1
021041,BANDAR SERDANG,41,02,2,0210,10,821201,1
021070,PEKAN LUBUK BUNTAR,70,02,2,0210,10,821201,1
021071,PEKAN SELAMA,71,02,2,0210,10,821201,1
021072,PEKAN SUNGAI KECIL ILLIR,72,02,2,0210,10,821201,1
021073,PEKAN RELAU,73,02,2,0210,10,821201,1
021101,MUKIM AYER PUTEH,1,02,2,0211,11,821302,1
021102,MUKIM BUKIT PAYA,2,02,2,0211,11,821302,1
021103,MUKIM GUAR KEPAYANG,3,02,2,0211,11,821302,1
021104,MUKIM PADANG KERBAU,4,02,2,0211,11,821507,1
021105,MUKIM PADANG PELIANG,5,02,2,0211,11,821302,1
021106,MUKIM PADANG PUSING,6,02,2,0211,11,821302,1
021107,MUKIM RAMBAI,7,02,2,0211,11,821507,1
021108,MUKIM TOBIAR,8,02,2,0211,11,821507,1
021140,BANDAR PENDANG,40,02,2,0211,11,821302,1
021170,PEKAN BUKIT JENUN,70,02,2,0211,11,821302,1
021171,PEKAN KUBUR PANJANG ,71,02,2,0211,11,821302,1
021172,PEKAN TANAH MERAH,72,02,2,0211,11,821302,1
021173,PEKAN TOKAI,73,02,2,0211,11,821302,1
021174,PEKAN KOBAH ,74,02,2,0211,11,821302,1
021175,PEKAN KAMPUNG BARU ,75,02,2,0211,11,821302,1
021176,PEKAN SUNGAI TIANG ,76,02,2,0211,11,821302,1
021201,MUKIM DERANG,1,02,2,0212,12,821506,1
021202,MUKIM LESONG,2,02,2,0212,12,821506,1
021203,MUKIM TUALANG,3,02,2,0212,12,821506,1
021204,MUKIM GAJAH MATI,4,02,2,0212,12,821506,1
021205,MUKIM JABI,5,02,2,0212,12,821506,1
021206,MUKIM BUKIT LADA,6,02,2,0212,12,821506,1
021240,BANDAR POKOK SENA,40,02,2,0212,12,821506,1
021270,PEKAN KEBUN 500,70,02,2,0212,12,821506,1
030101,MUKIM ALOR BAKAT,1,03,3,0301,1,830502,1
030102,MUKIM BACHOK,2,03,3,0301,1,830503,1
030103,MUKIM BATOR,3,03,3,0301,1,830503,1
030104,MUKIM CHAP,4,03,3,0301,1,830503,1
030105,MUKIM CHERANG HANGUS,5,03,3,0301,1,830503,1
030106,MUKIM GAJAH MATI,6,03,3,0301,1,830503,1
030107,MUKIM GUNONG,7,03,3,0301,1,830503,1
030108,MUKIM KUAU,8,03,3,0301,1,830503,1
030109,MUKIM KEMASIN,9,03,3,0301,1,830503,1
030110,MUKIM KUBANG TELAGA,10,03,3,0301,1,830503,1
030111,MUKIM KUCHELONG,11,03,3,0301,1,830503,1
030112,MUKIM LUBOK TEMBESU,12,03,3,0301,1,830503,1
030113,MUKIM MAK LIPAH,13,03,3,0301,1,830503,1
030114,MUKIM MELAWI,14,03,3,0301,1,830503,1
030115,MUKIM NIPAH,15,03,3,0301,1,830503,1
030116,MUKIM PAK PURA,16,03,3,0301,1,830503,1
030117,MUKIM PAUH SEMBILAN,17,03,3,0301,1,830503,1
030118,MUKIM PAYA MENGKUANG,18,03,3,0301,1,830503,1
030119,MUKIM PERUPOK,19,03,3,0301,1,830503,1
030120,MUKIM REPEK,20,03,3,0301,1,830503,1
030121,MUKIM RUSA,21,03,3,0301,1,830503,1
030122,MUKIM SENAK,22,03,3,0301,1,830503,1
030123,MUKIM SERDANG,23,03,3,0301,1,830503,1
030124,MUKIM TAKANG,24,03,3,0301,1,830503,1
030125,MUKIM TANJONG,25,03,3,0301,1,830503,1
030126,MUKIM TANJONG JERING,26,03,3,0301,1,830503,1
030127,MUKIM TANJONG PAUH,27,03,3,0301,1,830503,1
030128,MUKIM TELOK MESIRA,28,03,3,0301,1,830503,1
030129,MUKIM TELONG,29,03,3,0301,1,830503,1
030130,MUKIM TEMU RANGGAS,30,03,3,0301,1,830503,1
030131,MUKIM TEPUS,31,03,3,0301,1,830503,1
030132,MUKIM TUALANG SALAK,32,03,3,0301,1,830503,1
030140,BANDAR BACHOK,40,03,3,0301,1,830503,1
030170,PEKAN JELAWAT,70,03,3,0301,1,830503,1
030201,MUKIM AUR DURI,1,03,3,0302,2,830503,1
030202,MUKIM BADAK MATI,2,03,3,0302,2,830503,1
030203,MUKIM BADAK,3,03,3,0302,2,830503,1
030204,MUKIM BADANG,4,03,3,0302,2,830503,1
030205,MUKIM BANGGU,5,03,3,0302,2,830503,1
030206,MUKIM BANGGOL,6,03,3,0302,2,830503,1
030207,MUKIM BAUNG,7,03,3,0302,2,830503,1
030208,MUKIM BAYANG,8,03,3,0302,2,830503,1
030209,MUKIM BECHAH MULONG,9,03,3,0302,2,830503,1
030210,MUKIM BETA HULU,10,03,3,0302,2,830503,1
030211,MUKIM BETA HILIR,11,03,3,0302,2,830503,1
030212,MUKIM BETING,12,03,3,0302,2,830503,1
030213,MUKIM BIAH,13,03,3,0302,2,830503,1
030214,MUKIM BINJAI,14,03,3,0302,2,830503,1
030215,MUKIM BULOH POH,15,03,3,0302,2,830503,1
030216,MUKIM BUNUT PAYONG,16,03,3,0302,2,830503,1
030217,MUKIM BUT,17,03,3,0302,2,830503,1
030218,MUKIM CHEKLI,18,03,3,0302,2,830503,1
030219,MUKIM CHEKOK,19,03,3,0302,2,830503,1
030220,MUKIM CHE LATIFF,20,03,3,0302,2,830503,1
030221,MUKIM CHICHA,21,03,3,0302,2,830503,1
030222,MUKIM DAL,22,03,3,0302,2,830503,1
030223,MUKIM DEMIT,23,03,3,0302,2,830503,1
030224,MUKIM DUSON RENDAH,24,03,3,0302,2,830503,1
030225,MUKIM GUNTONG,25,03,3,0302,2,830503,1
030226,MUKIM JELUTONG,26,03,3,0302,2,830503,1
030227,MUKIM KADOK,27,03,3,0302,2,830503,1
030228,MUKIM KARANG,28,03,3,0302,2,830503,1
030229,MUKIM KAMPONG SIREH,29,03,3,0302,2,830503,1
030230,MUKIM KEDAI BULOH,30,03,3,0302,2,830503,1
030231,MUKIM KIJANG,31,03,3,0302,2,830503,1
030232,MUKIM KEMUBU,32,03,3,0302,2,830503,1
030233,MUKIM KEMUMIN,33,03,3,0302,2,830503,1
030234,MUKIM KENALI,34,03,3,0302,2,830503,1
030235,MUKIM KETEREH BARAT,35,03,3,0302,2,830503,1
030236,MUKIM KETEREH TIMOR,36,03,3,0302,2,830503,1
030237,MUKIM KOH,37,03,3,0302,2,830503,1
030238,MUKIM KOTA,38,03,3,0302,2,830503,1
030239,MUKIM LANGGAR,39,03,3,0302,2,830503,1
030240,MUKIM LEMBU,40,03,3,0302,2,830503,1
030241,MUKIM LUBOK JAMBU,41,03,3,0302,2,830503,1
030242,MUKIM LUBOK PUKOL,42,03,3,0302,2,830503,1
030243,MUKIM LUNDANG,43,03,3,0302,2,830503,1
030244,MUKIM LUNDANG PAKU,44,03,3,0302,2,830503,1
030245,MUKIM MAHANG BARAT,45,03,3,0302,2,830503,1
030246,MUKIM MAHANG TIMOR,46,03,3,0302,2,830503,1
030247,MUKIM MENTUAN,47,03,3,0302,2,830503,1
030248,MUKIM MELOR,48,03,3,0302,2,830503,1
030249,MUKIM PADANG BONGOR,49,03,3,0302,2,830503,1
030250,MUKIM PADANG ENGGANG,50,03,3,0302,2,830503,1
030251,MUKIM PADANG GARONG,51,03,3,0302,2,830503,1
030252,MUKIM PADANG LEBAN,52,03,3,0302,2,830503,1
030253,MUKIM PADANG RAJA,53,03,3,0302,2,830503,1
030254,MUKIM PADANG SAKAR,54,03,3,0302,2,830503,1
030255,MUKIM PADANG TENGAH,55,03,3,0302,2,830503,1
030256,MUKIM PANCHOR,56,03,3,0302,2,830503,1
030257,MUKIM PANGKAL PISANG,57,03,3,0302,2,830503,1
