U_Mukim_ID,Mukim,Kod_Mukim,U_Negeri_ID,Kod_Negeri,U_Daerah_ID,Kod_Daerah,Stesen_kod,status
030258,MUKIM PARIT,58,03,3,0302,2,830503,1
030259,MUKIM PASIR HA,59,03,3,0302,2,830503,1
030260,MUKIM PASIR MAS,60,03,3,0302,2,830502,1
030261,MUKIM PATEK,61,03,3,0302,2,830503,1
030262,MUKIM PAUH,62,03,3,0302,2,830503,1
030263,MUKIM PAYA,63,03,3,0302,2,830503,1
030264,MUKIM PENDEK,64,03,3,0302,2,830503,1
030265,MUKIM PENGKALAN CHEPA,65,03,3,0302,2,830503,1
030266,MUKIM PERINGAT,66,03,3,0302,2,830503,1
030267,MUKIM PEROL,67,03,3,0302,2,830503,1
030268,MUKIM PINTU GANG,68,03,3,0302,2,830503,1
030269,MUKIM PULAU,69,03,3,0302,2,830503,1
030270,MUKIM PULAU BELANGA,70,03,3,0302,2,830503,1
030271,MUKIM PULAU GAJAH,71,03,3,0302,2,830503,1
030272,MUKIM PULAU KUNDOR,72,03,3,0302,2,830503,1
030273,MUKIM PULAU PANJANG,73,03,3,0302,2,830503,1
030274,MUKIM PULAU PISANG,74,03,3,0302,2,830503,1
030275,MUKIM SABAK,75,03,3,0302,2,830503,1
030276,MUKIM SALOR,76,03,3,0302,2,830503,1
030277,MUKIM SEMUT API,77,03,3,0302,2,830503,1
030278,MUKIM SERING,78,03,3,0302,2,830503,1
030279,MUKIM SETERPA,79,03,3,0302,2,830503,1
030280,MUKIM TANJONG CHAT,80,03,3,0302,2,830502,1
030281,MUKIM TAPANG,81,03,3,0302,2,830503,1
030282,MUKIM TEBING TINGGI,82,03,3,0302,2,830503,1
030283,MUKIM TELOK,83,03,3,0302,2,830503,1
030284,MUKIM TELOK BHARU,84,03,3,0302,2,830503,1
030285,MUKIM TELOK KITANG,85,03,3,0302,2,830503,1
030286,MUKIM TIONG,86,03,3,0302,2,830401,1
030287,MUKIM TOK KU,87,03,3,0302,2,830503,1
030288,MUKIM WAKAF STAN,88,03,3,0302,2,830503,1
030289,MUKIM WAKAF SIKU,89,03,3,0302,2,830503,1
030290,BANDAR KOTA BHARU,90,03,3,0302,2,830503,1
030291,BANDAR BARU KUBANG KERIAN,91,03,3,0302,2,830503,1
030295,PEKAN MULONG,95,03,3,0302,2,830503,1
030301,MUKIM BAGAN,1,03,3,0303,3,,1
030302,MUKIM BAKAR,2,03,3,0303,3,,1
030303,MUKIM DEWAN,3,03,3,0303,3,,1
030304,MUKIM GADING GALOH,4,03,3,0303,3,,1
030305,MUKIM JAKAR,5,03,3,0303,3,,1
030306,MUKIM JOH,6,03,3,0303,3,,1
030307,MUKIM KELAWEH,7,03,3,0303,3,,1
030308,MUKIM KERAWANG,8,03,3,0303,3,,1
030309,MUKIM KERILLA,9,03,3,0303,3,,1
030310,MUKIM KUALA KERAK,10,03,3,0303,3,,1
030311,MUKIM LABOK,11,03,3,0303,3,830701,1
030312,MUKIM LIMAU HANTU,12,03,3,0303,3,,1
030313,MUKIM MACHANG,13,03,3,0303,3,,1
030314,MUKIM PADANG KEMUNCHUT,14,03,3,0303,3,830701,1
030315,MUKIM PEK,15,03,3,0303,3,830701,1
030316,MUKIM PEMANOK,16,03,3,0303,3,,1
030317,MUKIM PULAI CHONDONG,17,03,3,0303,3,830701,1
030318,MUKIM RAJA,18,03,3,0303,3,830701,1
030319,MUKIM TEMANGAN,19,03,3,0303,3,830701,1
030320,MUKIM TENGAH,20,03,3,0303,3,,1
030321,MUKIM TOK BOK,21,03,3,0303,3,,1
030322,MUKIM ULU SAT,22,03,3,0303,3,830701,1
030340,BANDAR MACHANG,40,03,3,0303,3,,1
030371,PEKAN TEMANGAN,71,03,3,0303,3,830701,1
030401,MUKIM ALOR BULOH,1,03,3,0304,4,830502,1
030402,MUKIM ALOR PASIR,2,03,3,0304,4,830502,1
030403,MUKIM APA-APA,3,03,3,0304,4,830502,1
030404,MUKIM APAM,4,03,3,0304,4,830502,1
030405,MUKIM BAKONG,5,03,3,0304,4,830502,1
030406,MUKIM BECHAH MENERONG,6,03,3,0304,4,830502,1
030407,MUKIM BECHAH PALAS,7,03,3,0304,4,830502,1
030408,MUKIM BECHAH SEMAK,8,03,3,0304,4,830502,1
030409,MUKIM BUKIT TUKU,9,03,3,0304,4,830502,1
030410,MUKIM CHETOK,10,03,3,0304,4,830505,1
030411,MUKIM GELAM,11,03,3,0304,4,830502,1
030412,MUKIM GUA,12,03,3,0304,4,830502,1
030413,MUKIM GUAL NERING,13,03,3,0304,4,830502,1
030414,MUKIM GUAL PERIOK,14,03,3,0304,4,830502,1
030415,MUKIM JABO,15,03,3,0304,4,830502,1
030416,MUKIM JEJAWI,16,03,3,0304,4,830502,1
030417,MUKIM KANGKONG,17,03,3,0304,4,830505,1
030418,MUKIM KALA,18,03,3,0304,4,830502,1
030419,MUKIM KASA,19,03,3,0304,4,830502,1
030420,MUKIM KEDONDONG,20,03,3,0304,4,830502,1
030421,MUKIM KENAK,21,03,3,0304,4,830502,1
030422,MUKIM KERASAK,22,03,3,0304,4,830502,1
030423,MUKIM KIAT,23,03,3,0304,4,830502,1
030424,MUKIM KUALA LEMAL,24,03,3,0304,4,830502,1
030425,MUKIM KUBANG BATANG,25,03,3,0304,4,830502,1
030426,MUKIM KUBANG BEMBAN,26,03,3,0304,4,830502,1
030427,MUKIM KUBANG GATAL,27,03,3,0304,4,830502,1
030428,MUKIM KUBANG GENDANG,28,03,3,0304,4,830502,1
030429,MUKIM KUBANG KETAM,29,03,3,0304,4,830502,1
030430,MUKIM KUBANG SEPAT,30,03,3,0304,4,830502,1
030431,MUKIM KUBANG TERAP,31,03,3,0304,4,830502,1
030432,MUKIM LALANG,32,03,3,0304,4,830502,1
030433,MUKIM LUBOK ANCHING,33,03,3,0304,4,830502,1
030434,MUKIM LUBOK GONG,34,03,3,0304,4,830502,1
030435,MUKIM LUBOK KAWAH,35,03,3,0304,4,830502,1
030436,MUKIM LUBOK TAPAH,36,03,3,0304,4,830502,1
030437,MUKIM LUBOK SETOL,37,03,3,0304,4,830502,1
030438,MUKIM MERANTI,38,03,3,0304,4,830502,1
030439,MUKIM PADANG EMBON,39,03,3,0304,4,830502,1
030440,MUKIM PALOH,40,03,3,0304,4,830502,1
030441,MUKIM RANTAU PANJANG,41,03,3,0304,4,830504,1
030442,MUKIM SAKAR,42,03,3,0304,4,830502,1
030443,MUKIM TASIK BERANGAN,43,03,3,0304,4,830502,1
030444,MUKIM TELIAR,44,03,3,0304,4,830502,1
030445,MUKIM TENDONG,45,03,3,0304,4,830502,1
030446,MUKIM TOK SANGKOT,46,03,3,0304,4,830502,1
030447,MUKIM TOK UBAN,47,03,3,0304,4,830504,1
030448,MUKIM KUALA KELAR,48,03,3,0304,4,830502,1
030450,BANDAR PASIR MAS,50,03,3,0304,4,830502,1
030470,PEKAN RANTAU PANJANG,70,03,3,0304,4,830502,1
030501,MUKIM BANGGOL SETOL,1,03,3,0305,5,830702,1
030502,MUKIM BATU SEBUTIR,2,03,3,0305,5,830702,1
030503,MUKIM BERANGAN,3,03,3,0305,5,830702,1
030504,MUKIM BUKIT ABAL BARAT,4,03,3,0305,5,830702,1
030505,MUKIM BUKIT ABAL TIMOR,5,03,3,0305,5,830702,1
030506,MUKIM BUKIT MERBAU,6,03,3,0305,5,830702,1
030507,MUKIM BUKIT TANAH,7,03,3,0305,5,830702,1
030508,MUKIM CHERANG RUKU,8,03,3,0305,5,830702,1
030509,MUKIM CHANGGAI,9,03,3,0305,5,830702,1
030510,MUKIM GONG DATOK BARAT,10,03,3,0305,5,830702,1
030511,MUKIM GONG DATOK TIMOR,11,03,3,0305,5,830702,1
030512,MUKIM GONG CHAPA,12,03,3,0305,5,830702,1
030513,MUKIM GONG CHENGAL,13,03,3,0305,5,830702,1
030514,MUKIM GONG GARU,14,03,3,0305,5,830702,1
030515,MUKIM GONG KULIM,15,03,3,0305,5,830702,1
030516,MUKIM GONG NANGKA,16,03,3,0305,5,830702,1
030517,MUKIM GONG PACHAT,17,03,3,0305,5,830702,1
030518,MUKIM JERAM,18,03,3,0305,5,830702,1
030519,MUKIM JERUS,19,03,3,0305,5,830702,1
030520,MUKIM KANDIS,20,03,3,0305,5,830702,1
030521,MUKIM KAMPONG WAKAF,21,03,3,0305,5,830702,1
030522,MUKIM KOLAM TEMBESU,22,03,3,0305,5,830702,1
030523,MUKIM MERBOL,23,03,3,0305,5,830702,1
030524,MUKIM MERKANG,24,03,3,0305,5,830702,1
030525,MUKIM PADANG PAK AMAT,25,03,3,0305,5,830702,1
030526,MUKIM PASIR PUTEH,26,03,3,0305,5,830702,1
030527,MUKIM PENGKALAN,27,03,3,0305,5,830702,1
030528,MUKIM PERMATANG SUNGKAI,28,03,3,0305,5,830702,1
030529,MUKIM SELIGI,29,03,3,0305,5,830702,1
030530,MUKIM SELISING,30,03,3,0305,5,830702,1
030531,MUKIM SEMERAK,31,03,3,0305,5,830702,1
030532,MUKIM TASIK,32,03,3,0305,5,830702,1
030533,MUKIM TELIPOK,33,03,3,0305,5,830702,1
030540,BANDAR PASIR PUTEH,40,03,3,0305,5,830702,1
030570,PEKAN SELISING,70,03,3,0305,5,830702,1
030601,MUKIM BATANG MERBAU,1,03,3,0306,6,830203,1
030603,MUKIM BENDANG NYIOR,3,03,3,0306,6,830203,1
030604,MUKIM BUKIT DURIAN,4,03,3,0306,6,830203,1
030605,MUKIM ULU KUSIAL,5,03,3,0306,6,830203,1
030606,MUKIM JEDOK,6,03,3,0306,6,830202,1
030609,MUKIM KUALA PAKU,9,03,3,0306,6,830203,1
030611,MUKIM LAWANG,11,03,3,0306,6,830202,1
030612,MUKIM MAKA,12,03,3,0306,6,830203,1
030613,MUKIM NIBONG,13,03,3,0306,6,830202,1
030614,MUKIM PASIR GANDA,14,03,3,0306,6,830203,1
030615,MUKIM RAMBAI,15,03,3,0306,6,830203,1
030616,MUKIM SOKOR,16,03,3,0306,6,830203,1
030617,MUKIM TANAH MERAH,17,03,3,0306,6,830203,1
030618,MUKIM TEBING TINGGI,18,03,3,0306,6,830203,1
030640,BANDAR TANAH MERAH,40,03,3,0306,6,830203,1
030701,MUKIM BECHAH RESAK,1,03,3,0307,7,830502,1
030702,MUKIM BUNOHAN,2,03,3,0307,7,830502,1
030703,MUKIM BUNUT SARANG BURONG,3,03,3,0307,7,830502,1
030704,MUKIM CHENDERONG BATU,4,03,3,0307,7,830502,1
030705,MUKIM CHERANG MELINTANG,5,03,3,0307,7,830502,1
030706,MUKIM GETING,6,03,3,0307,7,830502,1
030707,MUKIM JAL ,7,03,3,0307,7,830502,1
030708,MUKIM KAMPONG LAUT,8,03,3,0307,7,830502,1
030709,MUKIM KELABORAN,9,03,3,0307,7,830502,1
030710,MUKIM KETIL,10,03,3,0307,7,830502,1
030711,MUKIM KOK KELI,11,03,3,0307,7,830502,1
030712,MUKIM KUTANG,12,03,3,0307,7,830502,1
030713,MUKIM MAK NERALANG,13,03,3,0307,7,830502,1
030714,MUKIM MORAK,14,03,3,0307,7,830502,1
030715,MUKIM PASIR PEKAN,15,03,3,0307,7,830502,1
030716,MUKIM PALEKBANG,16,03,3,0307,7,830502,1
030717,MUKIM PERIOK,17,03,3,0307,7,830502,1
030718,MUKIM PULAU BESAR,18,03,3,0307,7,830502,1
030719,MUKIM SELEHONG SELATAN,19,03,3,0307,7,830502,1
030720,MUKIM SELEHONG UTARA,20,03,3,0307,7,830502,1
030721,MUKIM SIMPANGAN,21,03,3,0307,7,830502,1
030722,MUKIM SUNGAI PINANG,22,03,3,0307,7,830502,1
030723,MUKIM TABAR,23,03,3,0307,7,830502,1
030724,MUKIM TALAK,24,03,3,0307,7,830502,1
030725,MUKIM TELOK RENJUNA,25,03,3,0307,7,830502,1
030726,MUKIM TUJOH,26,03,3,0307,7,830502,1
030727,MUKIM TUMPAT,27,03,3,0307,7,830502,1
030728,MUKIM WAKAF BHARU,28,03,3,0307,7,830502,1
030729,MUKIM WAKAF DELIMA,29,03,3,0307,7,830502,1
030740,BANDAR TUMPAT,40,03,3,0307,7,830502,1
030801,MUKIM BATU PAPAN,1,03,3,0308,8,830401,1
030802,MUKIM GUA MUSANG,2,03,3,0308,8,830401,1
030803,MUKIM ULU NENGGIRI,3,03,3,0308,8,830402,1
030804,MUKIM KETIL,4,03,3,0308,8,830401,1
030805,MUKIM KUALA SUNGAI,5,03,3,0308,8,830402,1
030806,MUKIM LIMAU KASTURI,6,03,3,0308,8,830402,1
030807,MUKIM PULAI,7,03,3,0308,8,830401,1
030808,MUKIM RELAI,8,03,3,0308,8,830401,1
030809,MUKIM RENOK,9,03,3,0308,8,830401,1
030840,BANDAR GUA MUSANG,40,03,3,0308,8,830401,1
031001,MUKIM BATU MENGKEBANG,1,03,3,0310,10,830302,1
031003,MUKIM ENGGONG,3,03,3,0310,10,830302,1
031004,MUKIM GAJAH,4,03,3,0310,10,830302,1
031005,MUKIM KANDEK,5,03,3,0310,10,830303,1
031006,MUKIM KENOR,6,03,3,0310,10,830302,1
031007,MUKIM KUALA GERIS,7,03,3,0310,10,830303,1
031008,MUKIM KUALA KRAI,8,03,3,0310,10,830302,1
031009,MUKIM KUALA NAL,9,03,3,0310,10,830302,1
031010,MUKIM KUALA PAHI,10,03,3,0310,10,830302,1
031011,MUKIM KUALA PERGAU,11,03,3,0310,10,830303,1
031012,MUKIM KUALA STONG,12,03,3,0310,10,830303,1
031014,MUKIM MAMBONG,14,03,3,0310,10,830302,1
031015,MUKIM MANEK URAI,15,03,3,0310,10,830302,1
031016,MUKIM MANJOR,16,03,3,0310,10,830302,1
031017,MUKIM TELEKONG,17,03,3,0310,10,830302,1
031040,BANDAR KUALA KRAI,40,03,3,0310,10,830302,1
031101,MUKIM BELIMBING,1,03,3,0311,11,830206,1
031102,MUKIM BUNGA TANJONG,2,03,3,0311,11,830207,1
031103,MUKIM JELI,3,03,3,0311,11,830206,1
031104,MUKIM JELI TEPI SUNGAI,4,03,3,0311,11,830206,1
031105,MUKIM KALAI,5,03,3,0311,11,830206,1
031106,MUKIM KUALA BALAH,6,03,3,0311,11,830207,1
031107,MUKIM LUBOK BONGOR,7,03,3,0311,11,830207,1
031201,MUKIM BALAR,1,03,3,0312,12,,1
031202,MUKIM KUALA BETIS,2,03,3,0312,12,,1
031203,MUKIM BLAU,3,03,3,0312,12,,1
031204,MUKIM HAU,4,03,3,0312,12,830401,1
031205,MUKIM HENDROP,5,03,3,0312,12,830401,1
031206,MUKIM SIGAR,6,03,3,0312,12,830401,1
031207,MUKIM TUEL,7,03,3,0312,12,830401,1
040101,MUKIM ALAI,1,04,4,0401,1,826105,1
040102,MUKIM AYER MOLEK,2,04,4,0401,1,826105,1
040103,MUKIM BACHANG,3,04,4,0401,1,826105,1
040104,MUKIM BALAI PANJANG,4,04,4,0401,1,826105,1
040105,MUKIM BATU BERENDAM,5,04,4,0401,1,826105,1
040106,MUKIM BERTAM,6,04,4,0401,1,826105,1
040107,MUKIM BUKIT BARU,7,04,4,0401,1,826105,1
040108,MUKIM BUKIT KATIL,8,04,4,0401,1,826105,1
040109,MUKIM BUKIT LINTANG,9,04,4,0401,1,826105,1
040110,MUKIM BUKIT PIATU,10,04,4,0401,1,826105,1
040111,MUKIM BUKIT RAMBAI,11,04,4,0401,1,826105,1
040112,MUKIM CHENG,12,04,4,0401,1,826105,1
040113,MUKIM DUYONG,13,04,4,0401,1,826105,1
040114,MUKIM UJONG PASIR,14,04,4,0401,1,826105,1
040115,MUKIM KANDANG,15,04,4,0401,1,826105,1
040116,MUKIM KLEBANG BESAR,16,04,4,0401,1,826105,1
040117,MUKIM KLEBANG KECHIL,17,04,4,0401,1,826105,1
040118,MUKIM KRUBONG,18,04,4,0401,1,826105,1
040119,MUKIM PADANG SEMABOK,19,04,4,0401,1,826105,1
040120,MUKIM PADANG TEMU,20,04,4,0401,1,826105,1
040121,MUKIM PAYA RUMPUT,21,04,4,0401,1,826105,1
040122,MUKIM PRINGGIT,22,04,4,0401,1,826105,1
040123,MUKIM PERNU,23,04,4,0401,1,826105,1
040124,MUKIM SEMABOK,24,04,4,0401,1,826105,1
040125,MUKIM SUNGEI UDANG,25,04,4,0401,1,826101,1
040126,MUKIM TANGGA BATU,26,04,4,0401,1,826101,1
040127,MUKIM TANJONG KLING,27,04,4,0401,1,826105,1
040128,MUKIM TANJONG MINYAK,28,04,4,0401,1,826105,1
040129,MUKIM TELOK MAS,29,04,4,0401,1,826105,1
040140,BANDAR BUKIT BARU,40,04,4,0401,1,826105,1
040141,BANDAR MELAKA,41,04,4,0401,1,826105,1
040170,PEKAN AYER MOLEK,70,04,4,0401,1,826105,1
040171,PEKAN BATU BERENDAM,71,04,4,0401,1,826105,1
040172,PEKAN BUKIT RAMBAI,72,04,4,0401,1,826105,1
040173,PEKAN KANDANG,73,04,4,0401,1,826105,1
040174,PEKAN KLEBANG,74,04,4,0401,1,826105,1
040175,PEKAN PAYA RUMPUT,75,04,4,0401,1,826105,1
040176,PEKAN SUNGAI UDANG,76,04,4,0401,1,826105,1
040177,PEKAN TANGGA BATU,77,04,4,0401,1,826105,1
040178,PEKAN TANJONG KLING,78,04,4,0401,1,826105,1
040201,MUKIM AYER PANAS,1,04,4,0402,2,826103,1
040202,MUKIM BATANG MALAKA,2,04,4,0402,2,826103,1
040203,MUKIM BUKIT SENGGEH,3,04,4,0402,2,826103,1
040204,MUKIM CHABAU,4,04,4,0402,2,826103,1
040205,MUKIM CHIN CHIN,5,04,4,0402,2,826103,1
040206,MUKIM CHOHONG,6,04,4,0402,2,826103,1
040207,MUKIM JASIN,7,04,4,0402,2,826103,1
040208,MUKIM JUS,8,04,4,0402,2,826103,1
040209,MUKIM KESANG,9,04,4,0402,2,826103,1
040210,MUKIM MERLIMAU,10,04,4,0402,2,826106,1
040211,MUKIM NYALAS,11,04,4,0402,2,826103,1
040212,MUKIM RIM,12,04,4,0402,2,826103,1
040213,MUKIM SEBATU,13,04,4,0402,2,826106,1
040214,MUKIM SELANDAR,14,04,4,0402,2,826103,1
040215,MUKIM SEMPANG,15,04,4,0402,2,826106,1
040216,MUKIM SEMUJOK,16,04,4,0402,2,826106,1
040217,MUKIM SERKAM,17,04,4,0402,2,826106,1
040218,MUKIM SUNGEI RAMBAI,18,04,4,0402,2,826106,1
040219,MUKIM TEDONG,19,04,4,0402,2,826106,1
040220,MUKIM UMBAI,20,04,4,0402,2,826106,1
040240,BANDAR JASIN,40,04,4,0402,2,826103,1
040241,BANDAR MERLIMAU,41,04,4,0402,2,826106,1
040270,PEKAN ASAHAN,70,04,4,0402,2,826103,1
040271,PEKAN BATANG MALAKA,71,04,4,0402,2,826103,1
040272,PEKAN BEMBAN,72,04,4,0402,2,826103,1
040273,PEKAN CHIN CHIN,73,04,4,0402,2,826103,1
040274,PEKAN KESANG PAJAK,74,04,4,0402,2,826103,1
040275,PEKAN NYALAS,75,04,4,0402,2,826103,1
040276,PEKAN SELANDAR,76,04,4,0402,2,826103,1
040277,PEKAN SEMPANG BEKOH,77,04,4,0402,2,826103,1
040278,PEKAN SUNGAI RAMBAI,78,04,4,0402,2,826103,1
040301,MUKIM AYER PA'ABAS,1,04,4,0403,3,826101,1
040302,MUKIM BELIMBING,2,04,4,0403,3,826101,1
040303,MUKIM BERINGIN,3,04,4,0403,3,826101,1
040304,MUKIM BRISU,4,04,4,0403,3,826102,1
040305,MUKIM DURIAN TUNGGAL,5,04,4,0403,3,826103,1
040306,MUKIM GADEK,6,04,4,0403,3,826101,1
040307,MUKIM KELEMAK,7,04,4,0403,3,826101,1
040308,MUKIM KEMUNING,8,04,4,0403,3,826101,1
040309,MUKIM KUALA LINGGI,9,04,4,0403,3,826102,1
040310,MUKIM KUALA SUNGEI BARU,10,04,4,0403,3,826102,1
040311,MUKIM LENDU,11,04,4,0403,3,826101,1
040312,MUKIM MACHAP,12,04,4,0403,3,826103,1
040313,MUKIM MASJID TANAH,13,04,4,0403,3,826102,1
040314,MUKIM MALAKA PINDAH,14,04,4,0403,3,826101,1
040315,MUKIM MELEKEK,15,04,4,0403,3,826101,1
040316,MUKIM PADANG SEBANG,16,04,4,0403,3,826101,1
040317,MUKIM PARIT MELANA,17,04,4,0403,3,826101,1
040318,MUKIM PEGOH,18,04,4,0403,3,826101,1
040319,MUKIM PULAU SEBANG,19,04,4,0403,3,826101,1
040320,MUKIM RAMUAN CHINA BESAR,20,04,4,0403,3,826102,1
040321,MUKIM RAMUAN CHINA KECHIL,21,04,4,0403,3,826103,1
040322,MUKIM REMBIA,22,04,4,0403,3,826101,1
040323,MUKIM SUNGEI BARU ILIR,23,04,4,0403,3,826102,1
040324,MUKIM SUNGEI BARU ULU,24,04,4,0403,3,826102,1
040325,MUKIM SUNGEI BARU TENGAH,25,04,4,0403,3,826102,1
040326,MUKIM SUNGEI BULOH,26,04,4,0403,3,826101,1
040327,MUKIM SUNGEI PETAI,27,04,4,0403,3,826101,1
040328,MUKIM SUNGEI SIPUT,28,04,4,0403,3,826102,1
040329,MUKIM TABOH NANING,29,04,4,0403,3,826101,1
040330,MUKIM TANJONG RIMAU,30,04,4,0403,3,826101,1
040331,MUKIM TEBONG,31,04,4,0403,3,826101,1
040340,BANDAR ALOR GAJAH,40,04,4,0403,3,826101,1
040341,BANDAR MASJID TANAH,41,04,4,0403,3,826101,1
040342,BANDAR PULAU SEBANG,42,04,4,0403,3,826101,1
040370,PEKAN DURIAN TUNGGAL,70,04,4,0403,3,826101,1
040371,PEKAN KUALA SUNGAI BARU,71,04,4,0403,3,826102,1
040372,PEKAN LUBOK CHINA,72,04,4,0403,3,826102,1
040373,PEKAN REMBIA,73,04,4,0403,3,826101,1
050101,MUKIM GLAMI LEMI,1,05,5,0501,1,825202,1
050102,MUKIM ULU KLAWANG,2,05,5,0501,1,825202,1
050103,MUKIM ULU TRIANG,3,05,5,0501,1,825202,1
050104,MUKIM KENABOI,4,05,5,0501,1,825202,1
050105,MUKIM KUALA KLAWANG,5,05,5,0501,1,825202,1
050106,MUKIM PERADONG,6,05,5,0501,1,825202,1
050107,MUKIM PERTANG,7,05,5,0501,1,825202,1
050108,MUKIM TRIANG ILIR,8,05,5,0501,1,825202,1
050140,BANDAR KUALA KLAWANG,40,05,5,0501,1,825202,1
050170,PEKAN KUALA KLAWANG,70,05,5,0501,1,825202,1
050171,PEKAN PERTANG,71,05,5,0501,1,825202,1
050172,PEKAN TITI,72,05,5,0501,1,825202,1
050173,PEKAN SIMPANG DURIAN,73,05,5,0501,1,825202,1
050174,PEKAN SIMPANG PERTANG,74,05,5,0501,1,825202,1
050175,PEKAN PETALING,75,05,5,0501,1,825202,1
050176,PEKAN SUNGAI MUNTOH,76,05,5,0501,1,825202,1
050201,MUKIM AMPANG TINGGI,1,05,5,0502,2,825104,1
050202,MUKIM ULU JEMPOL,2,05,5,0502,2,825101,1
050203,MUKIM ULU MUAR,3,05,5,0502,2,825101,1
050204,MUKIM JOHOL,4,05,5,0502,2,825102,1
050205,MUKIM JUASSEH,5,05,5,0502,2,825101,1
050206,MUKIM KEPIS,6,05,5,0502,2,825101,1
050207,MUKIM LANGKAP,7,05,5,0502,2,825104,1
050208,MUKIM PARIT TINGGI,8,05,5,0502,2,825101,1
050209,MUKIM PILAH,9,05,5,0502,2,825101,1
050210,MUKIM SRI MENANTI,10,05,5,0502,2,825104,1
050211,MUKIM TERACHI,11,05,5,0502,2,825104,1
050240,BANDAR KUALA PILAH,40,05,5,0502,2,825101,1
050270,PEKAN DANGI,70,05,5,0502,2,825102,1
050271,PEKAN GUNUNG PASIR,71,05,5,0502,2,825104,1
050272,PEKAN JOHOL,72,05,5,0502,2,825102,1
050273,PEKAN PARIT TINGGI,73,05,5,0502,2,825101,1
050274,PEKAN SENALING,74,05,5,0502,2,825102,1
050275,PEKAN TANJONG IPOH,75,05,5,0502,2,825104,1
050276,PEKAN JUASSEH,76,05,5,0502,2,825101,1
050277,PEKAN BUKIT GELUGOR,77,05,5,0502,2,825402,1
050278,PEKAN MELANG,78,05,5,0502,2,825101,1
050279,PEKAN AIR MAWANG,79,05,5,0502,2,825102,1
050280,PEKAN DANGI BARU,80,05,5,0502,2,825102,1
050301,MUKIM JIMAH,1,05,5,0503,3,825201,1
050302,MUKIM LINGGI,2,05,5,0503,3,825201,1
050303,MUKIM PASIR PANJANG,3,05,5,0503,3,825201,1
050304,MUKIM PORT DICKSON,4,05,5,0503,3,825201,1
050305,MUKIM SI RUSA,5,05,5,0503,3,825201,1
050340,BANDAR PORT DICKSON,40,05,5,0503,3,825201,1
050341,BANDAR TELUK KEMANG,41,05,5,0503,3,825201,1
050370,PEKAN LUKUT,70,05,5,0503,3,825201,1
050371,PEKAN PASIR PANJANG,71,05,5,0503,3,825201,1
050372,PEKAN PENGKALAN KEMPAS,72,05,5,0503,3,825201,1
050373,PEKAN CHUAH,73,05,5,0503,3,825201,1
050374,PEKAN PORT DICKSON,74,05,5,0503,3,825201,1
050375,PEKAN TELUK KEMANG,75,05,5,0503,3,825201,1
050376,PEKAN BUKIT PELANDUK,76,05,5,0503,3,825201,1
050377,PEKAN LINGGI,77,05,5,0503,3,825201,1
050378,PEKAN AIR KUNING,78,05,5,0503,3,825201,1
050379,PEKAN SUNGAI MENYALA,79,05,5,0503,3,825201,1
050380,PEKAN BAGAN PINANG,80,05,5,0503,3,825201,1
050381,PEKAN TANAH MERAH UTARA,81,05,5,0503,3,825201,1
050382,PEKAN TANAH MERAH SELATAN,82,05,5,0503,3,825201,1
050383,PEKAN JEMIMA,83,05,5,0503,3,825201,1
050401,MUKIM BATU HAMPAR,1,05,5,0504,4,825302,1
050402,MUKIM BONGEK,2,05,5,0504,4,825302,1
050403,MUKIM CHEMBONG,3,05,5,0504,4,825302,1
050404,MUKIM CHENGKAU,4,05,5,0504,4,825302,1
050405,MUKIM GADONG,5,05,5,0504,4,825302,1
050406,MUKIM KUNDOR,6,05,5,0504,4,825302,1
050407,MUKIM LEGONG ILIR,7,05,5,0504,4,825302,1
050408,MUKIM LEGONG ULU,8,05,5,0504,4,825302,1
050409,MUKIM MIKU,9,05,5,0504,4,825302,1
050410,MUKIM NERASAU,10,05,5,0504,4,825302,1
050411,MUKIM PEDAS,11,05,5,0504,4,825302,1
050412,MUKIM PILIN,12,05,5,0504,4,825302,1
050413,MUKIM SELEMAK,13,05,5,0504,4,825302,1
050414,MUKIM SEMERBOK,14,05,5,0504,4,825302,1
050415,MUKIM SPRI,15,05,5,0504,4,825302,1
050416,MUKIM TANJONG KLING,16,05,5,0504,4,825302,1
050417,MUKIM TITIAN BINTANGOR,17,05,5,0504,4,825302,1
050440,BANDAR REMBAU,40,05,5,0504,4,825302,1
050470,PEKAN KAMPONG BATU,70,05,5,0504,4,825302,1
050471,PEKAN KOTA,71,05,5,0504,4,825302,1
050472,PEKAN LUBOK CHINA,72,05,5,0504,4,825302,1
050473,PEKAN PEDAS,73,05,5,0504,4,825302,1
050474,PEKAN CHEMBONG,74,05,5,0504,4,825302,1
050475,PEKAN REMBAU,75,05,5,0504,4,825302,1
050476,PEKAN CHENGKAU,76,05,5,0504,4,825302,1
050477,PEKAN SERI KOTA,77,05,5,0504,4,825302,1
050478,PEKAN SERI KENDONG,78,05,5,0504,4,825302,1
050479,PEKAN MERBAU SEMBILAN,79,05,5,0504,4,825302,1
050501,MUKIM AMPANGAN,1,05,5,0505,5,825201,1
050502,MUKIM LABU,2,05,5,0505,5,825201,1
050503,MUKIM LENGGENG,3,05,5,0505,5,825201,1
050504,MUKIM PANTAI,4,05,5,0505,5,825201,1
050505,MUKIM RANTAU,5,05,5,0505,5,825201,1
050506,MUKIM RASAH,6,05,5,0505,5,825201,1
050507,MUKIM SEREMBAN,7,05,5,0505,5,825201,1
